Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_BATTLE_ACTION__ST3_2501,CONCEPT_BATTLE_ACTION,баттл,${attackerName} [${attackerInf}] вызвал(а) тебя на баттл. Жми сюда — баттл наверх.,ST3_2501,docs/data.js,challengedLine,root,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=attackerName|attackerInf; line=2471
CONCEPT_BATTLE_ACTION__ST3_2907,CONCEPT_BATTLE_ACTION,баттл,Баттлы,ST3_2907,docs/index.html,html_text_or_attribute,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=84
CONCEPT_BATTLE_ACTION__ST3_2942,CONCEPT_BATTLE_ACTION,баттл,"ну что, готов к баттлу",ST3_2942,docs/npcs.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Status; taxonomyCategory=ActionName; inventoryNotes=line=154
CONCEPT_BATTLE_ACTION__ST3_3152,CONCEPT_BATTLE_ACTION,баттл,Пока нельзя: баттл ещё не завершён.,ST3_3152,docs/ui/ui-battles.js,toast,ui,"battle_ui,cooldowns,economy_toasts,disabled_states",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=ActionName; inventoryNotes=line=1080
CONCEPT_BATTLE_ACTION__ST3_3153,CONCEPT_BATTLE_ACTION,баттл,Баттл не найден.,ST3_3153,docs/ui/ui-battles.js,toast,ui,"battle_ui,economy_toasts",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1084
CONCEPT_BATTLE_ACTION__ST3_3163,CONCEPT_BATTLE_ACTION,баттл,Баттлы,ST3_3163,docs/ui/ui-battles.js,if,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=1447
CONCEPT_BATTLE_ACTION__ST3_3166,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_3166,docs/ui/ui-battles.js,appendChild,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1577
CONCEPT_BATTLE_ACTION__ST3_3168,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_3168,docs/ui/ui-battles.js,battleBtn,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1627
CONCEPT_BATTLE_ACTION__ST3_3174,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_3174,docs/ui/ui-battles.js,if,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1801
CONCEPT_BATTLE_ACTION__ST3_3251,CONCEPT_BATTLE_ACTION,баттл,"слыш, не умничай, выходи на баттл",ST3_3251,docs/ui/ui-boot.js,dmPushLine,ui,"battle_ui,dm_ui",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=505
CONCEPT_BATTLE_ACTION__ST3_3274,CONCEPT_BATTLE_ACTION,баттл,${a} вызывает ${b} на баттл.,ST3_3274,docs/ui/ui-chat.js,b,ui,"chat_ui,battle_ui",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ChatLine; taxonomyCategory=ActionName; inventoryNotes=variables=a|b; line=445
CONCEPT_BATTLE_ACTION__ST3_3367,CONCEPT_BATTLE_ACTION,баттл,Забаттлить,ST3_3367,docs/ui/ui-dm.js,btnBattle,ui,"battle_ui,dm_ui",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=830; forbiddenSynonymMapped=баттлить
CONCEPT_UNAVAILABLE_STATE__ST3_1004,CONCEPT_UNAVAILABLE_STATE,Недоступно.,(закрыто),ST3_1004,AsyncScene/Web/game_legacy.js,lockTxt,root,disabled_states,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Status; taxonomyCategory=Status; inventoryNotes=line=999; forbiddenSynonymMapped=закрыто; forbiddenSynonymNotCurrentlyPresent=неактивно
CONCEPT_UNAVAILABLE_STATE__ST3_1311,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача между игроками пока недоступна.,ST3_1311,AsyncScene/Web/ui-old.js,p2p_player_to_player_disabled,root,"p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=464; forbiddenSynonymMapped=пока недоступна
CONCEPT_UNAVAILABLE_STATE__ST3_1312,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена.,ST3_1312,AsyncScene/Web/ui-old.js,p2p_disabled,root,"p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=465; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1315,CONCEPT_UNAVAILABLE_STATE,Недоступно.,"Передача отключена — ждите, пока мы включим её снова.",ST3_1315,AsyncScene/Web/ui-old.js,showP2PSystem,root,p2p,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=SystemLine; taxonomyCategory=Status; inventoryNotes=line=487; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1467,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно,ST3_1467,AsyncScene/Web/ui/ui-battles.js,buttons,ui,battle_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Status; inventoryNotes=line=2420
CONCEPT_UNAVAILABLE_STATE__ST3_1492,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_1492,AsyncScene/Web/ui/ui-battles.js,appendChild,ui,battle_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2851
CONCEPT_UNAVAILABLE_STATE__ST3_1541,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пойнтов: пока недоступна.,ST3_1541,AsyncScene/Web/ui/ui-core.js,P2P_BACKLOG_TITLE,ui,"p2p,economy_toasts",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=264; forbiddenSynonymMapped=пока недоступна
CONCEPT_UNAVAILABLE_STATE__ST3_1543,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена из-за анти-абуза и баланса.,ST3_1543,AsyncScene/Web/ui/ui-core.js,P2P_BACKLOG_EXPLAIN,ui,p2p,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=266; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1620,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_1620,AsyncScene/Web/ui/ui-dm.js,showStatToast,ui,"dm_ui,economy_toasts",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=463
CONCEPT_UNAVAILABLE_STATE__ST3_1631,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_1631,AsyncScene/Web/ui/ui-dm.js,msg,ui,dm_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=832
CONCEPT_UNAVAILABLE_STATE__ST3_1660,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача между игроками пока недоступна.,ST3_1660,AsyncScene/Web/ui/ui-dm.js,p2p_player_to_player_disabled,ui,"dm_ui,p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=942; forbiddenSynonymMapped=пока недоступна
CONCEPT_UNAVAILABLE_STATE__ST3_1661,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена.,ST3_1661,AsyncScene/Web/ui/ui-dm.js,p2p_disabled,ui,"dm_ui,p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=943; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1664,CONCEPT_UNAVAILABLE_STATE,Недоступно.,"Передача отключена — ждите, пока мы включим её снова.",ST3_1664,AsyncScene/Web/ui/ui-dm.js,showP2PSystem,ui,"dm_ui,p2p",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=966; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1702,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно сейчас.,ST3_1702,AsyncScene/Web/ui/ui-events.js,showVoteBtnToast,ui,"events_voting_crowd,economy_toasts,pending_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Status; inventoryNotes=line=836
CONCEPT_UNAVAILABLE_STATE__ST3_1715,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно,ST3_1715,AsyncScene/Web/ui/ui-events.js,extraCost,ui,events_voting_crowd,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=960
CONCEPT_UNAVAILABLE_STATE__ST3_1746,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_1746,AsyncScene/Web/ui/ui-menu.js,if,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=52; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1747,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_1747,AsyncScene/Web/ui/ui-menu.js,if,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=53; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1751,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_1751,AsyncScene/Web/ui/ui-menu.js,wrap,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=388; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1764,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_1764,AsyncScene/Web/ui/ui-menu.js,showLotteryToast,ui,economy_toasts,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=608; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_1765,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_1765,AsyncScene/Web/ui/ui-menu.js,notify,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=621
CONCEPT_UNAVAILABLE_STATE__ST3_1767,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_1767,AsyncScene/Web/ui/ui-menu.js,notify,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=639
CONCEPT_UNAVAILABLE_STATE__ST3_2817,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена.,ST3_2817,docs/data/style-lex.js,add,data,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=737; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_3204,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно,ST3_3204,docs/ui/ui-battles.js,buttons,ui,battle_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Status; inventoryNotes=line=2411
CONCEPT_UNAVAILABLE_STATE__ST3_3229,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_3229,docs/ui/ui-battles.js,appendChild,ui,battle_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2842
CONCEPT_UNAVAILABLE_STATE__ST3_3278,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пойнтов: пока недоступна.,ST3_3278,docs/ui/ui-core.js,P2P_BACKLOG_TITLE,ui,"p2p,economy_toasts",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=264; forbiddenSynonymMapped=пока недоступна
CONCEPT_UNAVAILABLE_STATE__ST3_3280,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена из-за анти-абуза и баланса.,ST3_3280,docs/ui/ui-core.js,P2P_BACKLOG_EXPLAIN,ui,p2p,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=266; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_3357,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_3357,docs/ui/ui-dm.js,showStatToast,ui,"dm_ui,economy_toasts",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=463
CONCEPT_UNAVAILABLE_STATE__ST3_3368,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно.,ST3_3368,docs/ui/ui-dm.js,msg,ui,dm_ui,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=832
CONCEPT_UNAVAILABLE_STATE__ST3_3393,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача между игроками пока недоступна.,ST3_3393,docs/ui/ui-dm.js,p2p_player_to_player_disabled,ui,"dm_ui,p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=928; forbiddenSynonymMapped=пока недоступна
CONCEPT_UNAVAILABLE_STATE__ST3_3394,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Передача пока отключена.,ST3_3394,docs/ui/ui-dm.js,p2p_disabled,ui,"dm_ui,p2p,disabled_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=929; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_3397,CONCEPT_UNAVAILABLE_STATE,Недоступно.,"Передача отключена — ждите, пока мы включим её снова.",ST3_3397,docs/ui/ui-dm.js,showP2PSystem,ui,"dm_ui,p2p",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=DMLine; taxonomyCategory=Status; inventoryNotes=line=952; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_3435,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно сейчас.,ST3_3435,docs/ui/ui-events.js,showVoteBtnToast,ui,"events_voting_crowd,economy_toasts,pending_states",static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Status; inventoryNotes=line=836
CONCEPT_UNAVAILABLE_STATE__ST3_3448,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Недоступно,ST3_3448,docs/ui/ui-events.js,extraCost,ui,events_voting_crowd,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=960
CONCEPT_UNAVAILABLE_STATE__ST3_3479,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_3479,docs/ui/ui-menu.js,if,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=52; forbiddenSynonymMapped=отключена
CONCEPT_UNAVAILABLE_STATE__ST3_3480,CONCEPT_UNAVAILABLE_STATE,Недоступно.,Лотерея отключена,ST3_3480,docs/ui/ui-menu.js,if,ui,general_interface,static_string,Недоступно.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=53; forbiddenSynonymMapped=отключена
